,loan_amnt,rate,installment,annual_inc,dti,delinq_2yrs,delinq_amnt,percent_funded
8602,16800,20.25,447.44,38269.33,12.07,0,0,100.0
8603,13000,10.99,425.55,34000.0,11.08,0,0,100.0
8604,13250,5.99,403.04,52000.0,16.82,0,0,100.0
8605,35000,17.99,618.84,165000.0,10.0,0,0,69.64285714285714
8606,4800,11.99,159.41,96000.0,12.05,1,0,100.0
8607,15000,7.49,466.53,127500.0,14.99,0,0,100.0
8608,3600,6.99,111.15,55000.0,24.61,0,0,100.0
8609,6000,5.99,182.51,100860.0,7.67,0,0,100.0
8610,17600,10.59,240.7,43200.0,12.94,0,0,63.49431818181818
8611,4800,12.99,161.71,41504.4,18.56,1,0,100.0
8612,15000,7.49,466.53,71500.0,13.28,0,0,100.0
8613,35000,8.49,1104.71,108000.0,3.4,0,0,100.0
8614,18000,13.49,610.75,100000.0,18.39,0,0,100.0
8615,14000,12.99,471.65,249996.0,4.98,0,0,100.0
8616,5000,7.49,155.51,75000.0,17.58,0,0,100.0
8617,6000,10.99,196.41,120000.0,0.61,0,0,100.0
8618,7500,11.49,247.29,85000.0,4.9,2,0,100.0
8619,15000,14.79,518.44,65000.0,11.96,0,0,100.0
8620,13200,18.39,338.01,40000.0,21.18,0,0,100.0
8621,9600,15.23,333.87,300000.0,6.42,0,0,100.0
8622,24000,6.99,740.95,66143.38,21.92,0,0,100.0
8623,3200,5.99,97.34,12000.0,10.5,0,0,100.0
8624,13700,10.99,297.81,78804.0,29.65,0,0,100.0
8625,5600,16.89,138.85,36000.0,21.83,0,0,100.0
8626,10000,6.99,308.73,200000.0,10.84,0,0,100.0
8627,12000,11.99,398.52,47700.0,12.25,0,0,100.0
8628,15000,15.99,364.7,60000.0,24.6,0,0,100.0
8629,5000,18.39,128.04,99996.0,16.37,2,0,100.0
8630,12000,10.99,392.81,60000.0,11.56,2,0,100.0
8631,20000,10.99,271.72,73000.0,21.02,0,0,62.5
8632,20000,16.89,495.87,62208.0,18.04,0,0,100.0
8633,11200,13.49,257.66,110004.0,12.02,0,0,100.0
8634,7200,9.99,232.29,35004.0,17.42,0,0,100.0
8635,12000,16.49,424.8,65000.0,11.67,0,0,100.0
8636,12000,17.49,301.41,88500.0,19.34,0,0,100.0
8637,35000,19.29,567.69,65000.0,20.62,0,0,62.142857142857146
8638,4200,10.99,137.49,30873.6,18.07,0,0,100.0
8639,12000,11.49,263.86,40000.0,12.48,0,0,100.0
8640,9000,7.49,279.92,48800.0,26.04,0,0,100.0
8641,18000,10.59,585.81,81000.0,21.61,0,0,100.0
8642,35000,13.49,500.36,149000.0,8.83,0,0,62.142857142857146
8643,8000,21.36,302.89,79985.0,3.9,0,0,100.0
8644,25000,18.79,627.56,320000.0,6.46,1,0,97.2
8645,12000,12.99,404.27,150000.0,17.98,0,0,100.0
8646,16000,7.49,497.63,60000.0,16.94,0,0,100.0
8647,18000,10.99,391.28,80000.0,10.92,0,0,100.0
8648,21000,16.49,743.39,112511.52,13.05,0,0,100.0
8649,35000,11.99,510.4,85000.0,6.13,0,0,65.57142857142857
8650,8000,6.99,246.99,36000.0,5.27,0,0,100.0
8651,21600,11.99,480.38,72000.0,6.65,0,0,100.0
8652,20000,19.69,526.44,54000.0,17.78,1,0,100.0
8653,20000,16.49,491.59,64000.0,12.53,0,0,100.0
8654,14000,11.99,464.94,35000.0,19.68,0,0,100.0
8655,14400,7.49,447.87,50000.0,9.48,0,0,100.0
8656,2000,5.99,60.84,38400.0,24.91,0,0,100.0
8657,18000,11.99,597.78,156000.0,12.49,0,0,100.0
8658,35000,10.99,498.34,74000.0,16.69,0,0,65.5
8659,15000,11.49,329.82,120000.0,7.84,0,0,100.0
8660,12300,17.99,312.28,75000.0,13.62,0,0,100.0
8661,35000,13.49,517.04,54000.0,4.98,0,0,64.21428571428571
8662,6500,7.49,202.17,57600.0,11.9,0,0,100.0
8663,12800,5.99,389.35,65000.0,15.95,0,0,100.0
8664,35000,9.99,1129.19,300000.0,2.77,0,0,100.0
8665,6000,5.42,180.96,51000.0,1.51,0,0,100.0
8666,10000,15.99,351.53,45000.0,16.37,3,0,100.0
8667,7000,12.99,235.83,24000.0,20.0,0,0,100.0
8668,25000,6.99,771.82,105600.0,12.49,0,0,100.0
8669,2800,15.62,97.92,33250.0,9.38,0,0,100.0
8670,7500,16.49,265.5,51000.0,15.65,0,0,100.0
8671,15000,8.49,473.45,75000.0,5.18,0,0,100.0
8672,25000,18.39,640.16,55000.0,21.71,0,0,100.0
8673,1500,14.79,51.85,33600.0,13.71,2,0,100.0
8674,8000,8.49,252.51,65004.0,3.45,0,0,100.0
8675,7600,10.99,165.21,95004.0,2.49,0,0,100.0
8676,12000,7.49,240.4,65000.0,9.6,0,0,100.0
8677,18000,17.49,452.11,185000.0,18.73,0,0,100.0
8678,20050,11.49,440.86,63000.0,24.34,0,0,100.0
8679,7000,10.99,229.14,200000.0,12.83,0,0,100.0
8680,11800,13.99,403.24,126000.0,22.72,1,0,100.0
8681,17800,11.49,391.38,95000.0,15.63,0,0,100.0
8682,15000,10.99,491.01,40000.0,11.34,0,0,100.0
8683,3300,10.99,108.03,52000.0,18.81,0,0,100.0
8684,4800,11.99,159.41,55000.0,16.52,0,0,100.0
8685,12000,11.49,263.86,60000.0,13.74,0,0,100.0
8686,6500,5.99,197.72,99518.42,1.65,0,0,100.0
8687,6175,11.99,137.33,50880.0,20.54,0,0,100.0
8688,18000,15.99,437.63,139500.0,16.75,0,0,100.0
8689,6000,7.49,186.61,56000.0,10.03,0,0,100.0
8690,9000,5.99,273.76,22800.0,19.95,0,0,100.0
8691,13200,19.29,344.53,75000.0,20.1,0,0,100.0
8692,6000,18.39,153.64,60000.0,3.86,0,0,100.0
8693,7000,9.99,225.84,70000.0,10.23,0,0,100.0
8694,6500,10.99,212.78,20000.0,4.8,0,0,100.0
8695,32000,20.99,540.28,148500.0,10.85,0,0,62.421875
8696,5000,11.49,164.86,119004.0,17.15,0,0,100.0
8697,12000,11.49,395.66,45176.0,11.29,0,0,100.0
8698,5000,15.99,175.77,42000.0,3.77,0,0,100.0
8699,26400,16.49,934.55,68000.0,16.85,0,0,100.0
8700,8800,15.62,307.74,37824.0,19.07,0,0,100.0
8701,14000,5.42,422.24,85000.0,10.66,0,0,100.0
8702,12000,7.49,373.22,36000.0,16.47,0,0,100.0
8703,30800,10.99,444.54,70000.0,23.09,0,0,66.3961038961039
8704,24000,18.39,614.55,89000.0,9.59,1,0,100.0
8705,30000,11.99,996.29,77800.0,23.81,0,0,100.0
8706,16000,10.99,347.8,82000.0,6.44,0,0,100.0
8707,35000,13.99,814.21,70000.0,17.73,0,0,100.0
8708,10000,10.99,327.34,60000.0,18.92,0,0,100.0
8709,30000,20.25,799.0,150000.0,5.46,0,0,100.0
8710,10000,8.49,315.63,38400.0,14.19,1,0,100.0
8711,11200,10.99,366.63,56900.0,17.04,1,0,100.0
8712,13600,8.49,278.96,75000.0,5.92,0,0,100.0
8713,13800,10.99,451.73,75000.0,17.34,0,0,100.0
8714,8000,7.49,248.82,50000.0,6.24,0,0,100.0
8715,10500,7.49,326.57,155004.0,12.26,0,0,100.0
8716,16200,16.49,398.19,38000.0,22.07,0,0,100.0
8717,25000,10.99,543.44,150000.0,17.38,0,0,100.0
8718,1600,14.79,55.31,40000.0,13.74,0,0,100.0
8719,4200,10.99,137.49,70000.0,19.22,0,0,100.0
8720,14400,5.42,434.31,135000.0,1.19,0,0,100.0
8721,2500,10.99,81.84,64000.0,14.04,1,0,100.0
8722,26000,13.99,888.5,127992.0,9.94,0,0,100.0
8723,15575,15.23,372.42,70000.0,24.39,0,0,100.0
8724,15000,11.99,333.6,95000.0,14.99,0,0,100.0
8725,12000,13.49,276.06,95000.0,9.57,0,0,100.0
8726,5000,8.49,157.82,72000.0,24.92,1,0,100.0
8727,24000,8.49,757.51,124992.0,17.76,0,0,100.0
8728,19000,10.99,413.02,62000.0,21.45,0,0,100.0
8729,8000,8.49,252.51,20400.0,18.12,0,0,100.0
8730,4000,15.62,139.88,45000.0,10.61,0,0,100.0
8731,10000,13.49,339.31,60000.0,3.66,0,0,100.0
8732,35000,12.99,528.33,130000.0,2.43,0,0,66.35714285714286
8733,10000,7.49,311.02,50000.0,9.91,0,0,100.0
8734,18250,10.99,396.71,39600.0,14.42,0,0,100.0
8735,21000,11.99,697.41,78000.0,14.35,0,0,100.0
8736,14400,12.99,327.58,48000.0,3.55,0,0,100.0
8737,18000,14.79,426.24,36000.0,16.23,0,0,100.0
8738,1550,5.42,46.75,26400.0,14.45,0,0,100.0
8739,21125,12.99,480.56,62400.0,13.81,0,0,100.0
8740,12000,16.89,297.53,50000.0,14.81,1,0,100.0
8741,18400,19.69,484.32,93000.0,13.82,1,0,100.0
8742,14400,8.49,454.51,85000.0,14.44,0,0,100.0
8743,6800,10.99,222.6,77500.0,7.62,0,0,100.0
8744,10200,17.99,368.71,36000.0,14.53,0,0,100.0
8745,16000,7.49,497.63,80000.0,11.54,0,0,100.0
8746,30000,13.49,690.15,90000.0,22.69,0,0,100.0
8747,18400,9.99,593.63,50000.0,16.44,0,0,100.0
8748,7000,15.99,246.07,60000.0,19.44,0,0,100.0
8749,15000,16.49,531.0,75531.0,14.92,1,0,100.0
8750,8000,6.99,246.99,22000.0,5.45,0,0,100.0
8751,18000,12.99,409.47,114000.0,11.45,0,0,100.0
8752,15000,8.49,473.45,69000.0,18.4,0,0,100.0
8753,7000,8.49,220.95,65000.0,8.42,0,0,100.0
8754,14000,10.59,301.54,150000.0,19.42,0,0,100.0
8755,5500,14.79,130.24,31550.07,19.82,0,0,100.0
8756,15000,20.25,399.5,215000.0,8.12,1,0,100.0
8757,4800,14.79,165.91,52800.0,3.27,2,0,100.0
8758,8000,7.49,248.82,24000.0,12.05,0,0,100.0
8759,25450,13.99,592.05,53000.0,26.38,0,0,100.0
8760,3600,15.23,125.21,36000.0,14.63,0,0,100.0
8761,5000,15.99,175.77,70000.0,7.95,0,0,100.0
8762,21000,9.99,677.52,60000.0,17.8,0,0,100.0
8763,3000,9.99,96.79,28000.0,21.3,0,0,100.0
8764,12000,13.49,276.06,120000.0,9.36,1,0,100.0
8765,2000,10.99,65.47,50000.0,8.3,0,0,100.0
8766,5000,18.79,182.75,45000.0,11.52,0,0,100.0
8767,8000,5.42,241.28,30000.0,9.88,0,0,100.0
8768,7000,11.99,232.47,52000.0,15.83,1,0,100.0
8769,6750,5.99,205.32,41000.0,2.05,0,0,100.0
8770,22000,20.62,590.49,148000.0,5.23,1,0,100.0
8771,14400,20.25,383.52,50400.0,20.98,0,0,100.0
8772,7000,10.59,227.82,75000.0,13.49,0,0,100.0
8773,20000,15.99,486.26,38880.0,19.75,0,0,100.0
8774,18000,11.49,395.78,45000.0,21.16,0,0,100.0
8775,13250,11.99,294.68,55000.0,20.62,0,0,100.0
8776,9000,12.99,303.21,57000.0,15.71,0,0,100.0
8777,13800,17.49,346.62,50000.0,1.68,0,0,100.0
8778,14000,5.42,422.24,148000.0,3.29,0,0,100.0
8779,5000,7.49,155.51,45000.0,27.73,0,0,100.0
8780,20000,15.99,486.26,65600.0,16.94,0,0,100.0
8781,13800,17.49,346.62,62000.0,9.7,0,0,100.0
8782,10000,12.99,336.9,85000.0,23.76,1,0,100.0
8783,7500,5.42,226.2,40000.0,16.2,0,0,100.0
8784,2000,10.99,65.47,51000.0,10.87,2,0,100.0
8785,3200,10.99,104.75,31200.0,3.88,0,0,100.0
8786,16000,17.49,574.36,95000.0,19.82,0,0,100.0
8787,22000,16.89,545.46,94500.0,18.02,0,0,100.0
8788,8000,6.99,246.99,33600.0,12.32,0,0,100.0
8789,13000,11.49,428.63,59000.0,14.36,0,0,100.0
8790,6925,9.99,223.42,27040.0,8.48,0,0,100.0
8791,12000,17.49,301.41,50000.0,20.9,0,0,100.0
8792,2500,13.49,84.83,43000.0,12.39,0,0,100.0
8793,35000,16.49,860.28,150000.0,9.92,0,0,100.0
8794,10000,5.99,304.18,120000.0,15.61,0,0,100.0
8795,4800,13.49,162.87,65000.0,5.11,0,0,100.0
8796,3000,12.99,101.07,38400.0,17.63,0,0,100.0
8797,12000,15.62,419.64,70000.0,4.47,1,0,100.0
8798,30000,17.99,761.64,108000.0,20.32,0,0,100.0
8799,8000,13.49,271.45,55000.0,16.71,0,0,100.0
8800,30000,19.29,783.02,80000.0,13.46,0,0,100.0
8801,35000,16.49,860.28,98000.0,26.51,0,0,100.0
8802,9000,16.89,223.15,60000.0,2.88,0,0,100.0
8803,13000,19.29,339.31,43000.0,12.38,1,0,100.0
8804,7200,14.79,248.86,95000.0,14.69,0,0,100.0
8805,11000,6.99,339.6,68000.0,19.48,0,0,100.0
8806,1000,13.49,33.94,100000.0,4.49,1,0,100.0
8807,14750,11.99,328.04,62100.0,24.0,0,0,100.0
8808,14400,5.42,434.31,60000.0,8.66,0,0,100.0
8809,14000,11.99,311.36,68000.0,12.97,0,0,100.0
8810,4100,13.49,139.12,60000.0,14.42,0,0,100.0
8811,5000,14.79,172.82,90000.0,17.2,0,0,100.0
8812,5100,11.49,112.14,60000.0,10.62,0,0,100.0
8813,7200,11.99,239.11,50000.0,4.99,0,0,100.0
8814,10000,10.99,327.34,80000.0,23.46,0,0,100.0
8815,35000,19.29,913.52,120000.0,22.88,0,0,100.0
8816,10000,5.42,301.6,99996.0,8.03,0,0,100.0
8817,7000,7.49,217.72,51996.0,15.3,0,0,100.0
8818,25000,18.39,640.16,99600.0,5.17,0,0,100.0
8819,6000,15.62,209.82,77000.0,2.1,0,0,100.0
8820,7600,16.49,186.81,36000.0,20.5,0,0,100.0
8821,2500,6.99,77.19,32500.0,28.58,0,0,100.0
8822,25000,13.49,575.12,50000.0,10.9,0,0,100.0
8823,10000,10.99,327.34,38000.0,20.94,0,0,100.0
8824,9500,5.99,288.97,28000.0,9.9,0,0,100.0
8825,15000,10.59,323.08,50000.0,12.86,0,0,100.0
8826,25000,8.49,789.08,150000.0,6.0,0,0,100.0
8827,1500,5.99,45.63,65004.0,1.0,0,0,100.0
8828,21000,15.99,510.57,160000.0,22.27,0,0,100.0
8829,20000,16.49,491.59,198204.0,8.82,1,0,100.0
8830,5400,10.99,176.77,50000.0,4.25,2,0,100.0
8831,9000,6.99,277.86,39359.0,15.55,0,0,100.0
8832,13500,19.69,355.35,32000.0,15.08,0,0,100.0
8833,13000,9.99,419.42,30000.0,21.64,0,0,100.0
8834,23600,11.49,518.91,68004.0,19.94,0,0,100.0
8835,10000,7.49,311.02,67000.0,0.88,0,0,100.0
8836,5000,12.99,168.45,73500.0,0.52,0,0,100.0
8837,35000,7.49,1088.56,104000.0,1.06,0,0,100.0
8838,2000,10.99,65.47,50400.0,24.71,0,0,100.0
8839,16000,10.99,523.75,67000.0,14.27,0,0,100.0
8840,15000,15.62,524.55,102000.0,14.15,0,0,100.0
8841,7125,9.99,229.88,75000.0,9.68,0,0,100.0
8842,35000,11.49,769.57,110000.0,17.13,0,0,100.0
8843,6000,6.99,185.24,84000.0,11.94,0,0,100.0
8844,7000,13.99,239.21,85000.0,1.91,1,0,100.0
8845,6500,8.49,133.33,129996.0,14.28,0,0,100.0
8846,5000,12.99,168.45,64000.0,6.21,0,0,100.0
8847,20000,10.59,430.78,32000.0,17.81,0,0,100.0
8848,20000,11.99,444.79,74600.0,8.8,0,0,100.0
8849,22000,10.59,715.99,74064.0,8.94,0,0,100.0
8850,14300,20.25,380.86,58500.0,20.72,0,0,100.0
8851,5600,11.99,185.98,40000.0,9.54,0,0,100.0
8852,3000,10.99,98.21,65000.0,5.85,0,0,100.0
8853,5000,13.99,170.87,65000.0,22.06,0,0,100.0
8854,18000,18.79,464.86,54996.0,11.65,0,0,100.0
8855,6000,7.49,186.61,69000.0,25.77,0,0,100.0
8856,7000,15.99,246.07,60000.0,12.28,1,0,100.0
8857,21000,20.25,559.3,73500.0,14.53,0,0,100.0
8858,17000,10.99,369.54,53200.0,25.33,0,0,100.0
8859,5000,7.49,155.51,72000.0,22.77,0,0,100.0
8860,10500,11.99,348.71,38400.0,19.81,0,0,100.0
8861,10000,5.99,304.18,60000.0,6.2,0,0,100.0
8862,11000,11.99,365.31,45000.0,8.96,0,0,100.0
8863,4400,10.59,143.2,26496.0,22.55,0,0,100.0
8864,6900,9.99,222.62,60000.0,2.04,0,0,100.0
8865,2000,5.42,60.32,98000.0,15.49,0,0,100.0
8866,4800,12.99,161.71,19200.0,7.38,1,0,100.0
8867,6000,5.42,180.96,100000.0,20.83,0,0,100.0
8868,10700,17.99,271.66,50000.0,10.32,0,0,100.0
8869,1500,11.49,49.46,80000.0,9.88,0,0,100.0
8870,7000,13.99,239.21,19200.0,9.38,0,0,100.0
8871,29175,11.99,648.84,93000.0,20.44,0,0,100.0
8872,12800,5.42,386.05,52992.0,16.17,0,0,100.0
8873,28000,7.49,870.85,200000.0,14.44,0,0,100.0
8874,5000,7.49,155.51,58000.0,14.46,0,0,100.0
8875,20000,16.49,491.59,90000.0,14.71,0,0,100.0
8876,24000,16.49,589.91,90000.0,19.53,0,0,100.0
8877,28000,20.25,745.73,72000.0,15.77,0,0,100.0
8878,5000,10.59,162.73,72000.0,7.85,0,0,100.0
8879,8000,7.49,248.82,57750.0,13.32,0,0,100.0
8880,6000,12.99,202.14,55000.0,8.73,0,0,100.0
8881,6000,13.49,203.59,43000.0,22.69,0,0,100.0
8882,5000,7.49,155.51,101000.0,3.43,0,0,100.0
8883,19000,10.99,621.95,49000.0,22.36,0,0,100.0
8884,12000,17.99,304.66,38000.0,15.91,0,0,100.0
8885,2400,5.99,73.01,95000.0,11.04,0,0,100.0
8886,6000,13.99,205.04,50000.0,11.71,0,0,100.0
8887,10000,11.49,329.72,60000.0,24.42,0,0,100.0
8888,12000,10.59,390.54,175000.0,18.13,0,0,100.0
8889,6400,7.49,199.06,75000.0,13.47,0,0,100.0
8890,10000,9.99,322.63,38004.0,22.45,0,0,100.0
8891,13600,15.23,472.99,56000.0,11.72,1,0,100.0
8892,25000,20.99,510.53,66000.0,11.38,1,0,75.5
8893,25000,10.59,397.39,43000.0,25.97,0,0,73.8
8894,15000,12.99,505.34,120000.0,4.82,0,0,100.0
8895,4000,7.49,124.41,30000.0,4.36,0,0,100.0
8896,30225,19.69,795.58,54000.0,20.22,0,0,100.0
8897,5000,9.99,161.32,63800.0,21.33,0,0,100.0
8898,8325,16.89,206.41,27000.0,20.53,0,0,100.0
8899,8000,15.99,281.22,65000.0,9.23,0,0,100.0
8900,6000,10.99,130.43,42996.0,17.11,0,0,100.0
8901,15000,11.99,498.15,65000.0,7.88,0,0,100.0
8902,15600,7.49,312.52,56964.0,0.86,0,0,100.0
8903,10000,5.99,304.18,45000.0,21.71,0,0,100.0
8904,12000,16.49,294.96,53000.0,16.94,0,0,100.0
8905,19200,17.49,482.25,65000.0,10.02,1,0,100.0
8906,2800,7.49,87.09,40000.0,10.83,0,0,100.0
8907,9000,13.99,307.56,48000.0,22.63,1,0,100.0
8908,29000,19.69,763.33,115000.0,14.85,0,0,100.0
8909,3500,10.99,114.57,27600.0,21.74,0,0,100.0
8910,3500,9.99,112.92,24240.0,0.0,0,0,100.0
8911,31825,11.99,707.77,60000.0,20.4,0,0,100.0
8912,10000,10.99,327.34,39996.0,11.82,0,0,100.0
8913,15000,18.39,384.1,63996.0,7.76,0,0,100.0
8914,3300,12.99,111.18,41196.0,11.86,0,0,100.0
8915,6000,11.99,199.26,65000.0,4.5,0,0,100.0
8916,30000,13.99,697.9,69500.0,7.32,0,0,100.0
8917,25000,5.99,760.44,50000.0,23.57,0,0,100.0
8918,8450,13.49,194.39,55000.0,17.93,0,0,100.0
8919,10000,8.49,315.63,24000.0,16.05,0,0,100.0
8920,21000,11.49,692.4,113000.0,16.39,0,0,100.0
8921,20000,15.99,486.26,45000.0,16.16,0,0,100.0
8922,3750,15.62,131.14,480000.0,7.95,2,0,100.0
8923,16000,10.99,523.75,82000.0,16.95,1,0,100.0
8924,35000,17.99,888.58,93500.0,14.57,0,0,100.0
8925,23000,21.36,626.9,65000.0,24.81,0,0,100.0
8926,12000,5.99,365.01,44000.0,13.66,0,0,100.0
8927,2100,10.99,68.75,39000.0,22.8,0,0,100.0
8928,2400,13.49,81.44,40000.0,6.36,0,0,100.0
8929,16000,13.49,368.08,75000.0,13.94,0,0,100.0
8930,5000,9.99,161.32,62236.0,1.37,0,0,100.0
8931,2200,10.99,72.02,52416.0,19.46,0,0,100.0
8932,10000,10.99,327.34,110000.0,9.81,0,0,100.0
8933,20000,13.99,465.27,30000.0,14.76,0,0,100.0
8934,7200,9.99,232.29,120000.0,19.42,1,0,100.0
8935,6000,19.29,156.61,66000.0,19.49,4,0,100.0
8936,15000,17.49,376.76,78000.0,19.94,0,0,100.0
8937,14000,11.99,311.36,76000.0,19.52,0,0,100.0
8938,13200,13.49,447.89,70000.0,8.19,0,0,100.0
8939,12000,10.99,392.81,84000.0,6.67,0,0,100.0
8940,7500,8.49,236.73,50400.0,13.57,0,0,100.0
8941,29000,11.99,644.95,150000.0,15.25,0,0,100.0
8942,31000,8.49,978.46,105500.0,15.76,0,0,100.0
8943,2000,7.49,62.21,60000.0,9.4,0,0,100.0
8944,24000,17.49,602.81,60000.0,8.96,0,0,100.0
8945,10000,13.99,341.73,38400.0,10.03,0,0,100.0
8946,10000,10.99,327.34,64200.0,15.05,0,0,100.0
8947,4000,12.99,134.76,86400.0,4.57,5,0,100.0
8948,11500,11.99,381.91,79000.0,3.14,0,0,100.0
8949,28000,17.99,710.87,75996.0,19.34,0,0,100.0
8950,24000,10.59,516.93,115000.0,14.53,0,0,100.0
8951,10400,8.49,328.26,20688.0,12.94,0,0,100.0
8952,8000,20.99,216.39,72780.0,7.42,0,0,100.0
8953,8000,5.42,241.28,75000.0,17.58,0,0,100.0
8954,29600,19.69,779.13,110000.0,4.65,0,0,100.0
8955,7500,11.99,249.08,68000.0,19.76,0,0,100.0
8956,6425,5.42,193.78,38000.0,10.96,0,0,100.0
8957,6000,5.42,180.96,200000.0,3.93,0,0,100.0
8958,12000,16.49,294.96,102000.0,14.22,1,0,100.0
8959,12000,15.99,291.76,86400.0,8.94,0,0,100.0
8960,20000,7.49,622.04,55000.0,10.89,0,0,100.0
8961,9000,18.39,327.14,42000.0,18.23,1,0,100.0
8962,13250,16.49,325.68,38400.0,23.66,1,0,100.0
8963,10000,13.99,341.73,285000.0,14.27,0,0,100.0
8964,10000,5.99,304.18,45500.0,22.15,0,0,100.0
8965,2000,20.25,53.27,39000.0,8.89,0,0,100.0
8966,5000,13.99,170.87,52000.0,13.89,0,0,100.0
8967,27575,10.99,599.41,80500.0,26.4,0,0,100.0
8968,24000,7.49,746.44,103000.0,6.78,1,0,100.0
8969,20000,11.99,444.79,60000.0,20.42,0,0,100.0
8970,25000,16.89,619.84,130000.0,5.05,1,0,100.0
8971,2000,8.49,63.13,22800.0,3.16,0,0,100.0
8972,12000,5.42,361.92,45000.0,15.36,0,0,100.0
8973,17200,19.69,452.74,44000.0,9.95,0,0,100.0
8974,14550,11.99,323.59,58000.0,12.91,0,0,100.0
8975,12000,18.39,307.28,67000.0,19.34,0,0,100.0
8976,2000,10.99,65.47,56000.0,16.86,0,0,100.0
8977,14400,13.49,331.27,62000.0,9.27,0,0,100.0
8978,10000,5.42,301.6,42000.0,6.63,0,0,100.0
8979,20000,11.49,659.43,70000.0,12.33,0,0,100.0
8980,13000,16.49,319.53,85000.0,14.47,3,0,100.0
8981,5000,9.99,161.32,54000.0,19.33,0,0,100.0
8982,19200,6.99,592.76,90000.0,6.51,0,0,100.0
8983,2500,5.99,76.05,21600.0,7.44,0,0,100.0
8984,12000,12.99,404.27,165500.0,20.77,2,0,100.0
8985,2800,9.99,90.34,10560.0,17.27,0,0,100.0
8986,11000,5.42,331.76,100000.0,4.93,0,0,100.0
8987,12000,13.49,276.06,82000.0,4.49,0,0,100.0
8988,20000,17.49,502.34,65000.0,12.59,1,0,100.0
8989,20000,6.99,617.46,42224.0,4.75,0,0,100.0
8990,28000,11.49,615.66,135000.0,0.27,0,0,100.0
8991,10000,5.99,304.18,97333.0,8.46,0,0,100.0
8992,4000,9.99,129.05,58800.0,24.14,0,0,100.0
8993,6000,5.42,180.96,47820.0,13.1,0,0,100.0
8994,3800,7.49,118.19,15523.0,10.28,0,0,100.0
8995,20000,11.99,444.79,46800.0,4.03,0,0,100.0
8996,15000,7.49,466.53,190300.0,4.64,0,0,100.0
8997,6000,7.49,186.61,45000.0,18.77,0,0,100.0
8998,6000,20.99,162.29,36396.0,21.2,1,0,100.0
8999,35000,8.49,1104.71,122880.0,12.44,1,0,100.0
9000,10000,10.99,327.34,35000.0,22.05,0,0,100.0
9001,35000,15.99,850.95,90000.0,5.08,0,0,100.0
9002,30000,10.59,502.93,68496.0,0.0,0,0,77.83333333333333
9003,12800,14.79,442.41,36000.0,8.47,1,0,100.0
9004,12000,11.49,395.66,65000.0,4.73,2,0,100.0
9005,35000,16.49,860.28,125000.0,7.45,1,0,100.0
9006,15000,13.49,508.96,55000.0,22.76,0,0,100.0
9007,4650,13.49,157.78,85000.0,17.18,0,0,100.0
9008,1500,12.99,50.54,60000.0,20.6,0,0,100.0
9009,15000,17.99,542.22,65000.0,14.6,0,0,100.0
9010,4200,15.23,146.07,21600.0,4.67,0,0,100.0
9011,12000,15.23,286.93,47160.0,12.75,0,0,100.0
9012,6000,10.59,195.27,145000.0,16.78,0,0,100.0
9013,10800,16.89,267.77,77280.0,7.56,0,0,100.0
9014,4000,16.89,99.18,66000.0,23.56,1,0,100.0
9015,22000,11.99,489.27,90000.0,17.15,0,0,100.0
9016,4500,5.42,135.72,67000.0,5.39,0,0,100.0
9017,10000,9.99,322.63,95000.0,3.75,0,0,100.0
9018,14500,5.42,437.32,70000.0,8.73,0,0,100.0
9019,5200,11.49,114.34,57000.0,0.32,0,0,100.0
9020,5000,5.42,150.8,65000.0,4.56,0,0,100.0
9021,18000,5.99,547.52,65000.0,7.2,0,0,100.0
9022,13000,5.42,392.08,59000.0,5.82,0,0,100.0
9023,4800,7.49,149.29,20000.0,18.12,0,0,100.0
9024,3000,15.62,104.91,51996.0,9.65,0,0,100.0
9025,7000,5.42,211.12,45000.0,7.36,0,0,100.0
9026,10000,20.99,270.48,65000.0,13.77,0,0,100.0
9027,12000,9.99,254.91,75000.0,10.43,0,0,100.0
9028,4000,11.49,87.96,160549.0,15.55,0,0,100.0
9029,6250,7.49,194.39,63177.0,11.59,0,0,100.0
9030,4000,13.99,93.06,35004.0,13.27,0,0,100.0
9031,4400,5.42,132.71,71000.0,13.61,0,0,100.0
9032,12000,5.42,361.92,140000.0,7.05,0,0,100.0
9033,19000,10.99,413.02,57000.0,18.0,0,0,100.0
9034,5400,16.49,191.16,25104.0,16.97,0,0,100.0
9035,6000,15.23,208.67,61000.0,12.96,0,0,100.0
9036,3000,6.99,92.62,45600.0,21.89,1,0,100.0
9037,2700,11.99,89.67,60000.0,22.32,0,0,100.0
9038,14400,8.49,295.37,70000.0,7.37,0,0,100.0
9039,7600,5.99,231.18,57400.0,7.51,0,0,100.0
9040,3500,9.99,112.92,28800.0,7.38,0,0,100.0
9041,25000,10.59,407.62,48000.0,21.43,0,0,75.7
9042,10025,5.42,302.36,44966.0,19.13,0,0,100.0
9043,35000,13.49,805.17,187000.0,10.63,0,0,100.0
9044,6400,6.99,197.59,30000.0,16.16,0,0,100.0
9045,11500,14.79,397.47,63000.0,22.95,0,0,100.0
9046,5000,13.49,169.66,53500.0,17.59,0,0,100.0
9047,25000,13.49,575.12,49200.0,22.07,0,0,100.0
9048,21000,16.89,520.67,37000.0,6.29,1,0,100.0
9049,10000,5.42,301.6,50000.0,10.08,0,0,100.0
